,Sequence name,Sequence length,Number of unique pitches,Max velocity,Min velocity,Avg velocity,Median velocity,Velocity std,Highest pitch,Lowest pitch,Avg pitch,Median pitch,Pitch std,Longest note (s),Shortest note (s),Avg duration (s),Median duration (s),Duration std
2109,UENO03,9725,86,108,6,68.88,71.0,16.82,107,21,62.23,62.0,16.5,5.8,0.0,0.13,0.06,0.3
2110,Uiasiuk02,6006,83,110,2,50.45,50.0,16.37,105,22,69.74,71.0,13.0,18.5,0.0,0.22,0.08,0.52
2111,Uiasiuk03,4188,76,114,2,67.48,68.0,19.6,104,28,65.22,64.0,16.15,2.65,0.0,0.1,0.06,0.15
2112,USHIKI02,6481,76,108,6,66.04,69.0,21.55,103,22,60.53,61.0,13.08,11.53,0.0,0.3,0.12,0.54
2113,USHIKI03,1552,59,102,6,60.77,61.0,15.32,99,30,71.68,73.0,14.6,1.87,0.0,0.09,0.05,0.14
2114,USHIKI04,6316,78,108,6,62.95,65.0,21.65,103,22,60.58,61.0,13.03,10.73,0.0,0.29,0.13,0.47
2115,USHIKI05,9844,62,113,7,61.11,60.0,17.67,89,28,62.47,62.0,12.62,31.93,0.0,0.27,0.12,0.91
2116,USHIKI06,15805,81,117,6,65.86,69.0,24.64,104,24,63.02,65.0,15.71,8.09,0.0,0.26,0.1,0.47
2117,Verbaite02,1427,74,100,3,68.78,71.0,14.87,101,23,69.28,71.0,17.05,3.39,0.0,0.16,0.06,0.4
2118,Verbaite03,4607,73,120,2,62.67,64.0,19.03,102,25,63.7,66.0,13.31,6.18,0.0,0.23,0.15,0.26
2119,Verbaite04,8068,83,117,2,70.4,73.0,18.87,105,23,66.09,66.0,14.75,3.78,0.0,0.1,0.05,0.19
2120,VuV02,2090,46,103,5,65.03,65.0,12.07,89,36,67.02,67.0,8.91,1.67,0.02,0.12,0.07,0.15
2121,VuV03,4788,74,111,3,64.78,67.0,18.94,102,25,63.65,66.0,13.22,6.39,0.0,0.21,0.13,0.25
2122,VuV04,1615,64,104,3,51.51,53.0,17.57,97,31,68.28,69.0,11.04,7.25,0.03,0.18,0.07,0.44
2123,VuV05,1026,63,121,3,64.22,63.0,19.73,89,24,58.29,60.0,13.21,4.11,0.0,0.2,0.05,0.43
2124,VuV06,4139,76,115,3,70.48,70.0,16.13,103,27,76.82,78.0,16.0,3.68,0.0,0.07,0.05,0.1
2125,Wang02,3541,64,113,2,67.41,67.0,16.23,90,26,61.4,62.0,13.23,3.07,0.0,0.14,0.07,0.21
2126,Wang03,2383,69,101,3,59.58,59.0,13.77,101,30,72.18,75.0,13.53,2.82,0.0,0.09,0.07,0.11
2127,Wang04,9734,78,111,3,65.51,67.0,17.65,101,24,67.82,68.0,14.59,4.32,0.0,0.12,0.08,0.17
2128,Wang05,5847,72,99,2,60.22,61.0,15.59,101,29,63.95,62.0,12.95,4.79,0.0,0.18,0.11,0.26
2129,Wang06,4395,72,103,3,62.18,63.0,14.13,102,29,72.06,74.0,12.72,1.05,0.0,0.07,0.06,0.07
2130,Wang07,10922,80,112,2,64.26,66.0,18.37,106,24,62.19,63.0,13.09,12.05,0.0,0.18,0.07,0.46
2131,Wang08,7639,73,106,2,69.78,72.0,16.14,101,26,61.37,62.0,11.2,5.24,0.0,0.19,0.08,0.31
2132,Wang09,4171,76,117,3,58.05,58.0,17.08,107,22,73.31,74.0,13.32,4.21,0.0,0.1,0.07,0.13
2133,Wang11,1498,70,100,3,56.51,55.0,16.37,104,27,68.49,68.0,13.58,3.0,0.02,0.23,0.14,0.29
2134,Wang12,7592,79,124,2,66.59,67.0,18.91,104,26,69.17,69.0,15.22,2.61,0.0,0.1,0.06,0.13
2135,WangA01,4965,74,115,2,71.09,72.0,17.34,101,28,66.97,68.0,15.62,3.02,0.0,0.11,0.07,0.17
2136,WangA02,3346,61,104,3,67.08,68.0,14.11,89,29,68.08,70.0,11.9,4.24,0.0,0.21,0.13,0.3
2137,WangA03,12370,79,124,2,70.1,72.0,18.64,105,24,70.07,69.0,16.27,2.67,0.0,0.12,0.07,0.19
2138,WangA04,2218,47,97,24,66.67,67.0,9.99,84,36,61.52,62.0,9.64,5.94,0.0,0.3,0.18,0.47
2139,WangA05,3320,61,105,11,66.09,66.0,13.88,89,29,68.2,70.0,11.84,4.07,0.0,0.19,0.11,0.3
2140,WangA06,2911,72,108,3,62.87,63.0,18.7,100,24,59.95,62.0,13.64,5.81,0.0,0.21,0.08,0.42
2141,WangH01,1514,51,99,12,67.85,70.0,13.93,83,26,64.04,66.0,10.88,5.14,0.03,0.29,0.12,0.47
2142,WangH02,2232,66,98,4,63.29,64.0,13.61,101,32,69.93,72.0,13.23,6.83,0.02,0.09,0.07,0.25
2143,WangH03,2822,61,120,3,63.43,64.0,17.52,89,29,61.2,61.0,12.04,11.54,0.02,0.23,0.08,0.76
2144,WangH04,5984,77,112,3,62.09,63.0,17.79,101,24,63.94,64.0,13.38,6.24,0.02,0.21,0.09,0.35
2145,WangH05,7657,73,114,3,65.88,67.0,18.24,101,26,61.03,62.0,11.38,6.31,0.02,0.19,0.07,0.37
2146,WangH06,6304,72,106,3,54.66,53.0,19.26,101,29,64.58,63.0,13.24,6.65,0.02,0.21,0.12,0.32
2147,WangH07,6943,75,116,3,64.82,67.0,21.46,99,21,62.19,64.0,13.54,5.25,0.01,0.32,0.16,0.49
2148,WangH09,1014,53,98,3,47.74,45.0,17.36,93,26,64.74,68.0,12.75,4.72,0.02,0.59,0.38,0.6
2149,WangH10,1983,65,108,3,69.37,73.0,19.63,91,24,60.89,62.0,12.9,4.08,0.02,0.25,0.15,0.33
2150,WangH11,884,58,96,3,49.99,48.0,15.91,93,25,62.82,64.0,12.76,5.25,0.03,0.7,0.44,0.79
2151,WangH12,1383,61,114,3,74.7,78.0,17.56,92,26,63.11,64.0,13.13,2.76,0.02,0.16,0.11,0.22
2152,WangV01,4255,56,110,3,63.83,64.0,16.04,92,30,67.35,68.0,12.17,5.05,0.0,0.23,0.15,0.28
2153,WangV02,3312,77,110,2,70.45,72.0,15.31,103,27,68.15,69.0,16.58,3.93,0.0,0.12,0.08,0.17
2154,WangV03,10134,79,117,2,69.08,71.0,19.65,105,26,68.09,66.0,16.9,7.21,0.0,0.09,0.05,0.23
2155,WangY01,1693,40,90,3,55.6,55.0,13.46,83,35,65.8,66.0,8.32,2.68,0.04,0.6,0.45,0.4
2156,WangY03,10338,73,108,3,68.51,71.0,16.28,100,28,64.14,66.0,13.91,5.15,0.0,0.25,0.1,0.37
2157,WangY04,1295,62,102,3,56.82,55.0,16.39,95,30,63.93,65.0,13.32,4.04,0.03,0.52,0.43,0.47
2158,WangY05,3502,68,105,3,72.22,74.0,14.32,96,28,64.63,67.0,14.8,2.64,0.0,0.18,0.08,0.21
2159,WangY06,5541,70,108,3,68.9,71.0,16.16,100,28,63.88,64.0,13.45,5.15,0.0,0.23,0.09,0.4
2160,WangY07,8266,74,108,3,69.0,70.0,13.95,101,24,64.79,65.0,12.11,2.41,0.0,0.1,0.08,0.12
2161,WangY08,12106,86,115,2,59.09,59.0,17.83,107,21,65.82,67.0,16.53,5.49,0.0,0.11,0.06,0.29
2162,WangY09,4464,81,103,2,53.08,53.0,16.01,105,23,71.12,73.0,12.71,2.89,0.0,0.13,0.07,0.22
2163,WangY11,15564,77,112,2,70.37,72.0,16.24,105,27,65.53,65.0,16.32,4.41,0.0,0.1,0.06,0.19
2164,Wilshire01,3183,56,91,3,67.85,70.0,10.88,89,31,66.15,67.0,11.47,3.44,0.0,0.18,0.1,0.27
2165,Wilshire02,2264,64,96,3,63.59,65.0,14.83,100,32,69.91,72.0,13.33,7.99,0.0,0.1,0.07,0.33
2166,Wilshire03,4821,81,105,3,54.26,54.0,16.19,105,23,71.3,73.0,12.5,15.11,0.0,0.15,0.07,0.49
2167,Wilshire04,4771,73,102,3,61.48,62.0,16.52,102,25,63.53,66.0,13.2,4.43,0.0,0.21,0.13,0.26
2168,Tysman07,10351,84,122,1,68.87,70.0,20.18,105,21,67.33,65.0,16.87,7.71,0.0,0.08,0.04,0.28
2169,Uiasiuk01,2222,53,94,5,58.99,59.0,14.34,89,31,68.02,68.0,9.52,8.25,0.02,0.23,0.09,0.47
2170,USHIKI01,2728,55,101,9,60.81,59.0,15.5,86,29,63.96,64.0,11.27,2.8,0.02,0.15,0.09,0.18
2171,Verbaite01,3491,60,105,3,68.28,69.0,13.99,89,29,66.27,67.0,11.61,2.47,0.0,0.13,0.08,0.19
2172,VuV01,1314,44,85,17,57.88,58.0,10.2,84,37,64.63,68.0,10.75,5.07,0.04,0.37,0.26,0.38
2173,Wang01,1626,47,105,6,72.19,73.0,11.7,84,33,61.26,61.0,10.25,5.51,0.0,0.26,0.15,0.28
2174,Wang10,3078,83,111,3,63.14,66.5,19.64,108,21,66.55,67.0,18.42,8.14,0.0,0.29,0.08,0.76
2175,WangA07,4914,73,114,2,71.14,73.0,18.64,101,28,67.13,68.0,15.65,2.81,0.0,0.09,0.06,0.16
2176,WangH08,1679,74,116,3,69.41,73.0,21.48,99,21,61.11,62.0,15.09,3.81,0.01,0.18,0.1,0.32
2177,WangY02,1596,41,101,7,73.8,75.0,12.52,88,33,63.54,64.0,11.87,2.5,0.0,0.13,0.06,0.2
2178,WangY10,7642,86,115,3,62.61,64.0,17.9,107,21,62.73,63.0,17.67,5.49,0.0,0.1,0.05,0.32
2179,WongKJ02,9525,72,120,2,68.05,71.0,19.91,95,22,60.93,62.0,12.82,8.84,0.0,0.29,0.16,0.44
2180,WongKJ03,2579,68,120,2,74.19,79.0,19.34,95,25,63.34,64.0,13.05,7.41,0.0,0.35,0.21,0.48
2181,WongKJ04,1739,62,108,3,66.84,68.0,19.2,89,22,58.97,61.0,12.59,1.64,0.0,0.17,0.08,0.21
2182,WongKJ05,1350,56,98,3,46.65,44.0,14.34,87,26,63.16,64.0,11.14,8.84,0.03,0.61,0.38,0.74
2183,WongKJ06,3857,68,116,3,72.0,74.0,17.01,90,23,59.42,61.0,12.94,3.13,0.0,0.2,0.12,0.26
2184,WongKJ07,547,49,90,3,44.2,44.0,15.19,103,28,71.23,72.0,11.62,10.75,0.03,0.45,0.26,0.75
2185,WongKJ08,773,54,101,4,47.1,44.0,18.01,101,26,72.1,73.0,13.52,14.9,0.03,0.61,0.29,1.06
2186,WongKJ10,5323,66,111,2,62.69,64.0,20.0,96,26,60.44,60.0,11.21,10.48,0.0,0.36,0.18,0.64
2187,WongKJ11,5151,73,113,2,70.39,73.0,18.3,103,27,63.0,65.0,13.02,4.55,0.0,0.17,0.09,0.23
2188,WongKJ12,3446,71,105,3,55.06,52.0,19.74,96,22,61.54,62.0,11.61,12.78,0.0,0.48,0.3,0.7
2189,WongKJ13,16662,73,119,1,62.09,62.0,17.94,101,26,60.35,59.0,13.22,6.27,0.0,0.2,0.1,0.35
2190,WongKJ14,4909,70,109,3,60.81,59.0,18.09,97,26,60.14,60.0,13.13,6.27,0.0,0.21,0.12,0.32
2191,WongKJ15,2785,61,104,3,52.48,50.0,17.77,92,29,58.5,56.0,11.65,6.03,0.02,0.44,0.19,0.63
2192,Wong02,1491,46,110,10,72.81,73.0,13.47,103,55,72.48,72.0,8.83,2.05,0.0,0.07,0.06,0.1
2193,Wong03,5163,73,113,3,69.64,73.0,17.3,100,25,63.8,64.0,14.18,7.73,0.0,0.22,0.1,0.38
2194,Wong04,4957,71,114,2,70.7,74.0,17.76,101,28,63.84,64.0,14.07,9.55,0.0,0.22,0.09,0.48
2195,WongDoe01,3092,60,110,2,65.81,68.0,18.5,89,29,63.3,64.0,13.93,3.02,0.0,0.19,0.07,0.32
2196,WongDoe02,5012,78,119,1,65.62,66.0,18.82,101,24,66.76,67.0,15.72,3.23,0.0,0.13,0.07,0.21
2197,WongDoe03,6821,88,121,1,68.17,70.0,19.04,108,21,65.94,67.0,17.42,2.39,0.0,0.12,0.08,0.14
2198,WongDoe04,6161,72,110,2,71.58,73.0,18.17,94,21,66.36,69.0,14.52,10.52,0.01,0.19,0.1,0.5
2199,WongDoe05,10017,73,109,2,63.91,65.0,18.28,100,28,64.12,66.0,13.93,5.78,0.0,0.23,0.11,0.35
2200,WongDoe06,2026,75,120,3,66.56,67.0,22.88,105,21,70.33,72.5,18.46,24.12,0.01,0.47,0.1,1.68
2201,WongDoe07,14333,77,119,2,60.6,61.0,18.29,103,23,65.74,66.0,11.62,9.85,0.0,0.18,0.08,0.29
2202,WongKJ17,7238,72,119,1,66.75,68.0,16.27,101,29,61.15,60.0,13.83,1.98,0.0,0.1,0.07,0.12
2203,WongKJ18,8038,52,100,3,68.15,70.0,11.29,84,31,65.02,67.0,10.71,7.68,0.0,0.29,0.13,0.47
2204,WongKJ19,9833,88,126,1,67.48,69.0,19.09,108,21,51.5,48.0,20.38,4.25,0.0,0.12,0.08,0.27
2205,WongWY01,2418,45,105,8,71.88,73.0,14.79,83,36,61.11,62.0,9.87,5.64,0.0,0.42,0.23,0.51
2206,WongWY02,2725,51,117,4,70.65,72.0,15.87,89,29,66.01,67.0,10.87,5.9,0.0,0.22,0.12,0.37
2207,WongWY03,2501,68,105,3,66.5,68.0,15.16,101,30,72.23,75.0,13.56,4.49,0.0,0.12,0.09,0.24
2208,WongWY04,1129,49,110,4,67.31,70.0,21.38,92,31,61.66,61.0,11.34,6.95,0.03,0.46,0.21,0.73
2209,WongWY05,4293,82,123,4,77.07,81.0,19.02,105,21,66.84,66.0,15.72,14.9,0.0,0.25,0.11,0.53
2210,WongWY07,7448,68,116,3,70.09,72.0,18.41,96,29,62.94,64.0,14.98,3.15,0.0,0.18,0.11,0.26
2211,WongWY08,4425,63,109,3,64.4,65.0,17.93,97,32,65.17,65.0,13.45,4.71,0.02,0.21,0.09,0.32
2212,WongWY09,4047,83,125,3,76.88,77.0,18.52,105,23,60.04,61.0,18.63,10.25,0.0,0.1,0.05,0.25
2213,WongWY10,859,63,116,8,71.48,69.0,16.87,104,29,67.34,68.0,10.98,10.25,0.01,0.15,0.07,0.47
2214,WongWY11,3188,83,125,3,78.34,80.0,18.67,105,23,58.08,56.0,19.74,2.25,0.0,0.09,0.05,0.15
2215,Woo01,3378,59,98,3,63.73,66.0,14.7,89,30,60.66,62.0,11.61,3.76,0.0,0.13,0.09,0.17
2216,Woo02,3382,76,113,3,64.68,64.0,17.02,105,29,71.89,73.0,14.22,5.0,0.0,0.16,0.12,0.17
2217,Woo03,4323,72,109,2,62.79,65.0,20.28,103,22,64.39,63.0,14.29,15.81,0.0,0.25,0.11,0.63
2218,Woo05,3306,59,107,3,62.38,64.0,17.5,89,30,60.61,62.0,11.69,4.14,0.0,0.1,0.06,0.17
2219,Woo06,3369,77,121,3,63.94,62.0,20.41,105,29,71.97,73.0,14.34,3.46,0.0,0.13,0.09,0.16
2220,Woo07,2006,77,110,3,61.88,62.0,21.89,103,24,67.27,67.0,14.32,9.47,0.0,0.4,0.15,0.81
2221,Woo08,1133,60,99,3,50.05,49.0,17.64,99,25,63.89,66.0,11.76,6.9,0.03,0.43,0.24,0.61
2222,Woo09,4272,72,115,2,63.06,64.0,21.56,103,22,64.26,63.0,14.27,13.27,0.0,0.22,0.09,0.6
2223,Woo10,2531,49,90,3,44.83,43.0,14.97,79,29,57.4,59.0,9.09,4.98,0.03,0.32,0.14,0.47
2224,Woo11,6049,88,126,3,67.24,67.0,21.38,108,21,63.77,63.0,17.22,8.03,0.0,0.17,0.07,0.38
2225,WuuE02,2501,57,103,15,63.26,65.0,16.48,89,30,64.59,65.0,10.87,2.04,0.02,0.19,0.1,0.23
2226,WuuE03,1377,39,90,10,52.4,52.0,15.76,86,46,66.89,67.0,8.96,7.27,0.03,0.57,0.47,0.56
2227,WuuE04,2941,54,104,3,68.71,71.0,16.31,89,34,67.11,67.0,10.6,3.14,0.02,0.15,0.09,0.21
2228,WuuE05,2022,47,99,3,67.18,70.0,16.52,84,36,63.76,64.0,9.99,8.41,0.03,0.27,0.12,0.5
2229,WuuE06,2089,65,118,3,72.63,74.0,17.15,92,24,57.66,55.0,14.73,3.42,0.0,0.16,0.08,0.29
2230,WuuE07,1344,61,110,15,59.91,58.0,19.49,95,27,62.97,64.0,11.9,12.19,0.03,0.33,0.25,0.53
2231,WuuE08,1400,68,114,19,73.78,75.0,16.87,96,24,66.71,69.0,12.05,2.69,0.02,0.1,0.06,0.23
2232,WuuE09,7293,68,111,3,67.34,70.0,17.99,96,29,62.84,64.0,14.92,3.27,0.0,0.17,0.1,0.25
2233,WuuE11,3737,73,113,5,72.62,74.0,14.32,97,21,65.2,67.0,13.43,8.97,0.01,0.21,0.08,0.44
2234,WuuE12,9535,78,110,2,65.02,67.0,18.72,101,24,67.8,68.0,14.58,6.57,0.01,0.14,0.08,0.24
2235,Yanagitani02,2240,63,107,9,67.89,68.0,13.05,101,32,69.96,72.0,13.21,7.24,0.02,0.1,0.07,0.28
2236,Yanagitani03,7285,77,118,3,68.55,70.0,16.96,103,23,64.38,64.0,13.23,21.88,0.0,0.25,0.09,0.69
2237,Yanagitani04,7042,61,109,6,67.61,69.0,15.44,89,29,67.52,69.0,11.49,12.04,0.02,0.26,0.09,0.59
2238,Yanagitani05,8231,78,112,2,68.41,70.0,19.08,100,23,61.18,62.0,12.79,9.32,0.0,0.29,0.14,0.43
2239,Yanagitani07,15388,81,118,2,64.91,66.0,18.8,103,22,63.23,64.0,13.16,23.62,0.01,0.24,0.09,0.67
2240,Yanagitani08,19118,73,114,2,64.62,65.0,20.43,100,28,64.13,65.0,12.46,13.11,0.02,0.19,0.1,0.32
2241,Yang01,3226,53,104,3,69.19,71.0,13.83,85,26,62.92,63.0,10.75,4.5,0.0,0.22,0.09,0.38
2242,Yang02,1683,52,106,5,66.44,66.0,14.15,88,31,68.54,70.0,10.96,3.34,0.0,0.15,0.07,0.21
2243,Yang03,2628,66,111,2,71.71,74.0,16.09,100,24,60.57,60.0,13.46,3.07,0.0,0.08,0.06,0.16
2244,Yang04,3546,80,115,3,65.25,65.0,24.54,103,24,63.8,64.0,18.29,6.8,0.0,0.33,0.15,0.53
2245,Yang05,3525,71,123,2,69.27,70.0,19.39,101,24,56.22,52.0,14.96,16.71,0.0,0.13,0.05,0.52
2246,Yang07,5983,60,105,2,66.15,68.0,15.9,89,29,65.55,67.0,12.5,4.74,0.0,0.19,0.09,0.31
2247,Yang08,7975,81,122,2,63.86,64.0,20.09,104,21,59.48,61.0,15.79,17.82,0.0,0.23,0.06,0.66
2248,Yang09,15005,82,115,1,65.36,66.0,21.32,104,23,62.62,63.0,16.16,9.53,0.0,0.31,0.13,0.56
2249,Yang10,5914,80,114,3,73.57,76.0,18.75,104,25,67.28,69.0,18.12,2.67,0.0,0.07,0.04,0.11
2250,Yang11,7277,74,114,2,64.98,67.0,17.73,101,26,61.39,62.0,11.24,8.36,0.0,0.16,0.06,0.36
2251,Yang12,2585,84,109,3,58.66,58.0,21.64,108,22,67.51,68.0,16.24,9.17,0.0,0.28,0.12,0.5
2252,Yang13,9978,82,123,2,69.86,73.0,20.3,103,22,61.26,62.0,15.16,29.79,0.0,0.17,0.05,0.53
2253,YangY01,3175,71,107,3,65.71,67.0,16.44,105,35,74.1,73.0,14.46,8.63,0.02,0.16,0.09,0.38
2254,YangY03,2828,51,98,4,60.66,62.0,14.36,89,29,68.14,69.0,10.35,1.51,0.02,0.16,0.1,0.15
2255,YangY04,3337,71,117,3,60.73,58.0,20.97,105,27,61.9,63.0,12.89,3.33,0.01,0.18,0.11,0.25
2256,YangY05,4732,73,105,3,62.67,63.0,17.26,99,25,62.58,64.0,12.51,3.05,0.01,0.19,0.12,0.22
2257,Yarden01,620,82,123,2,66.39,70.0,26.15,107,21,61.67,64.0,20.72,5.96,0.0,0.29,0.04,0.72
2258,Yarden02,2037,48,105,3,66.17,67.0,13.89,88,31,67.97,69.0,9.62,3.01,0.02,0.12,0.07,0.18
2259,Yarden03,5255,69,110,3,63.27,65.0,18.26,98,24,62.08,63.0,11.86,13.46,0.02,0.29,0.13,0.5
2260,Yarden04,2095,64,115,1,71.38,72.0,16.12,92,24,57.57,55.0,14.66,3.95,0.01,0.17,0.07,0.35
2261,Yarden06,3162,88,122,3,64.45,66.0,18.16,108,21,63.82,64.0,16.84,7.37,0.0,0.18,0.06,0.51
2262,Yarden07,7563,56,105,3,63.34,65.0,14.21,89,29,68.67,69.0,10.45,4.0,0.01,0.18,0.08,0.31
2263,Yarden08,1552,85,121,3,61.96,59.0,22.33,108,21,69.46,71.0,20.24,7.41,0.01,0.16,0.04,0.5
2264,Yarden09,13409,72,121,3,62.01,63.0,18.34,98,24,60.53,62.0,11.84,12.27,0.0,0.3,0.11,0.58
2265,Yarden10,11357,86,122,2,68.02,69.0,19.55,108,22,51.94,48.0,20.22,8.4,0.0,0.22,0.19,0.39
2266,Yarden11,19937,73,126,3,62.33,62.0,18.69,100,28,63.92,64.0,12.58,7.92,0.01,0.18,0.08,0.28
2267,YeF02,2266,53,99,4,66.86,68.0,14.89,89,31,68.0,68.0,9.53,7.07,0.0,0.27,0.13,0.52
2268,WongKJ01,4867,61,103,3,55.89,54.0,18.8,92,29,59.3,58.0,11.29,7.52,0.0,0.26,0.12,0.43
2269,WongKJ09,13920,79,113,2,63.65,65.0,20.22,103,22,61.66,62.0,12.06,12.78,0.0,0.32,0.17,0.56
2270,WongKJ16,1730,56,107,3,61.74,61.0,17.62,94,32,60.54,59.0,12.93,4.9,0.02,0.18,0.11,0.24
2271,WongWY06,5095,57,113,3,76.79,79.0,15.12,86,26,64.25,65.0,10.23,10.46,0.0,0.35,0.16,0.64
2272,Woo04,2034,47,89,3,59.35,60.0,11.3,84,36,62.77,64.0,10.2,11.53,0.03,0.5,0.26,0.67
2273,WuuE01,6819,59,104,3,63.42,65.0,17.35,89,30,66.14,67.0,10.46,7.27,0.02,0.25,0.11,0.36
2274,WuuE10,2564,49,98,7,49.98,47.0,15.56,79,29,57.35,59.0,9.13,5.68,0.0,0.37,0.14,0.55
2275,Yanagitani01,3337,61,103,3,65.62,67.0,14.41,89,29,68.05,70.0,11.88,4.76,0.02,0.23,0.11,0.39
2276,Yanagitani06,3926,86,126,3,64.15,66.0,22.63,108,21,66.14,67.0,16.51,5.8,0.02,0.26,0.1,0.53
2277,Yang06,3220,53,99,4,66.51,68.0,13.33,84,26,62.9,62.5,10.77,5.93,0.0,0.22,0.09,0.41
2278,YangY02,1638,47,104,8,64.76,65.0,13.16,84,33,61.11,61.0,10.19,5.64,0.01,0.26,0.16,0.31
2279,Yarden05,3022,71,123,2,68.73,69.0,16.84,94,24,62.12,63.0,14.32,4.79,0.0,0.09,0.07,0.16
2280,YeF04,4638,81,111,3,58.74,59.0,17.64,105,23,71.26,73.0,12.84,5.7,0.0,0.16,0.09,0.29
2281,YeF05,3877,72,106,4,59.77,60.0,17.6,101,29,63.66,62.0,13.14,5.97,0.0,0.29,0.18,0.43
2282,YeF06,1851,76,107,4,62.84,65.0,19.18,104,24,67.96,67.0,14.86,2.12,0.0,0.19,0.1,0.25
2283,YeF07,1118,50,105,4,56.46,55.0,20.2,87,34,60.9,61.0,9.25,7.55,0.0,0.52,0.35,0.67
2284,YeF08,1568,61,105,2,70.32,71.5,16.79,100,30,65.66,66.0,12.17,1.46,0.0,0.2,0.14,0.19
2285,YeF09,1388,51,100,3,57.6,58.0,18.54,89,32,59.98,61.0,9.3,4.16,0.0,0.45,0.35,0.43
2286,YeF10,2400,71,112,2,77.52,80.0,17.87,99,23,63.25,63.0,14.31,3.32,0.0,0.16,0.09,0.26
2287,Yeletskiy01,6314,69,119,2,63.58,64.0,17.19,96,28,61.76,63.0,15.86,6.7,0.0,0.17,0.09,0.32
2288,Yeletskiy02,7631,82,118,2,65.18,66.0,19.63,104,21,64.72,66.0,14.34,5.95,0.0,0.17,0.06,0.36
2289,Yeletskiy03,4142,76,123,3,71.54,72.0,18.13,104,28,64.92,64.0,16.2,2.35,0.0,0.11,0.07,0.14
2290,Yeletskiy04,1280,88,116,3,66.7,70.0,23.51,108,21,65.57,67.0,19.63,8.45,0.0,0.22,0.07,0.72
2291,Yeletskiy05,16301,83,124,2,68.76,70.0,21.05,103,21,63.38,63.0,16.27,10.53,0.0,0.24,0.08,0.54
2292,Yeletskiy06,13350,87,126,2,55.93,55.0,19.67,107,21,65.27,67.0,16.35,15.56,0.0,0.19,0.07,0.44
2293,Yeletskiy07,7548,83,125,2,66.96,69.0,20.72,105,22,64.68,66.0,14.4,6.52,0.0,0.18,0.06,0.37
2294,Yeletskiy08,20218,72,109,3,58.05,58.0,17.88,100,28,64.39,66.0,13.27,6.16,0.0,0.24,0.12,0.35
2295,YeZ02,6630,64,116,2,66.28,65.0,17.67,93,29,61.59,60.0,15.74,7.6,0.0,0.17,0.08,0.37
2296,YeZ03,2473,68,117,3,67.49,69.0,15.44,101,30,72.3,75.0,13.52,4.76,0.0,0.12,0.08,0.27
2297,YeZ04,5600,79,119,2,70.31,72.0,18.12,106,23,66.46,67.0,14.52,5.8,0.0,0.15,0.07,0.31
2298,YeZ05,8673,76,111,3,63.56,64.0,16.69,102,27,65.37,67.0,12.39,13.35,0.0,0.15,0.09,0.41
2299,YeZ06,3155,70,104,3,68.15,68.0,15.68,101,30,65.21,65.0,13.19,2.92,0.02,0.18,0.11,0.24
2300,YeZ07,8814,82,121,2,69.67,72.0,19.06,104,21,61.46,62.0,14.24,7.87,0.0,0.26,0.14,0.39
2301,Yi01,1354,45,93,3,59.11,59.0,12.57,84,36,62.17,63.0,9.0,6.55,0.03,0.41,0.2,0.56
2302,Yi03,2235,68,113,2,68.93,68.0,15.72,100,25,64.02,65.0,12.86,1.46,0.0,0.09,0.07,0.11
2303,Yi04,8168,81,119,3,68.86,70.0,19.42,105,24,66.07,66.0,14.57,3.79,0.0,0.1,0.06,0.17
2304,YOO01,6628,64,108,6,63.06,61.0,16.92,93,29,61.6,60.0,15.75,6.03,0.0,0.17,0.08,0.33
2305,YOO02,3329,71,108,10,65.39,65.0,17.79,104,33,74.23,73.0,14.24,6.08,0.0,0.2,0.1,0.36
2306,YOO03,2996,79,112,6,68.31,70.0,21.65,101,21,63.07,65.0,15.81,15.99,0.0,0.27,0.14,0.52
2307,YOO04,6862,43,101,7,62.99,64.0,14.25,84,38,64.31,67.0,11.58,6.08,0.0,0.26,0.1,0.48
2308,YOO05,14439,64,112,6,63.16,63.0,18.21,93,29,62.76,62.0,14.88,7.25,0.0,0.17,0.08,0.36
2309,YOO06,12773,88,117,6,68.66,70.0,19.32,108,21,55.41,51.0,19.9,23.98,0.0,0.17,0.08,0.42
2310,YOO08,16680,73,111,6,58.98,57.0,19.45,101,26,60.43,59.0,13.25,5.88,0.0,0.18,0.09,0.33
2311,YOO09,8943,88,117,6,70.63,72.0,18.93,108,21,53.58,49.0,20.47,5.21,0.0,0.14,0.08,0.33
2312,Yoon01,2264,53,97,3,60.86,59.5,14.0,89,31,68.03,68.0,9.48,9.3,0.0,0.27,0.12,0.6
2313,Yoon02,4118,77,126,3,70.57,70.0,15.25,103,26,76.93,78.0,15.91,1.73,0.0,0.06,0.05,0.09
2314,Yoon03,10131,81,110,3,65.53,66.0,16.52,105,23,66.69,68.0,15.92,3.93,0.0,0.12,0.07,0.19
2315,YOU01,2914,70,104,7,58.73,59.0,15.75,99,29,63.16,63.0,14.93,4.65,0.02,0.28,0.12,0.42
2316,YOU02,2343,71,102,6,64.61,65.0,12.87,101,25,69.12,69.0,15.56,2.2,0.02,0.11,0.08,0.16
2317,YoungS01,2373,48,100,4,72.51,74.0,11.47,84,36,62.28,64.0,11.02,8.62,0.0,0.12,0.08,0.28
2318,YoungS02,3494,60,105,4,65.93,66.0,16.02,89,29,66.21,67.0,11.59,1.98,0.0,0.11,0.07,0.17
